出发地区,出发地区经度,出发地区纬度,到达地区,到达地区经度,到达地区纬度,出发时间,计划到达时间
云南省,101.26715596565059,25.182764,湖北省,112.8872559897357,31.1531455,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖南省,111.36470694281974,27.367715,辽宁省,122.40214012302121,41.1108155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
吉林省,126.13239540255272,43.5856485,湖南省,111.36470694281974,27.367715,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,湖北省,112.8872559897357,31.1531455,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
黑龙江省,127.58964792292258,48.490397,甘肃省,102.90922171809905,37.691305,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江苏省,119.9861653431247,32.943632,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
四川省,102.26694435867813,30.1810325,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖北省,112.8872559897357,31.1531455,四川省,102.26694435867813,30.1810325,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
安徽省,117.15863072609204,32.0263855,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
内蒙古自治区,118.34563096241297,45.3501685,西藏自治区,87.47480138169486,31.672064,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
辽宁省,122.40214012302121,41.1108155,山东省,118.05276132165388,36.337106000000006,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江西省,115.5121131514147,27.2656235,浙江省,119.82271929766054,29.160827,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河北省,115.67772079669338,39.3350595,湖北省,112.8872559897357,31.1531455,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖南省,111.36470694281974,27.367715,新疆维吾尔自治区,87.16053032735564,41.751324,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
青海省,95.94645950581818,35.396502999999996,山西省,112.45997283254796,37.6631215,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖南省,111.36470694281974,27.367715,贵州省,106.63950870182595,26.926245,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
天津市,117.20441069153976,39.402608,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
天津市,117.20441069153976,39.402608,山西省,112.45997283254796,37.6631215,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
青海省,95.94645950581818,35.396502999999996,云南省,101.26715596565059,25.182764,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
天津市,117.20441069153976,39.402608,湖南省,111.36470694281974,27.367715,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,广西壮族自治区,108.99711067927214,23.883239000000003,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
宁夏回族自治区,105.96658754248568,37.308147500000004,新疆维吾尔自治区,87.16053032735564,41.751324,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
陕西省,109.55985159608791,35.665823,山西省,112.45997283254796,37.6631215,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
香港特别行政区,114.10108885372512,22.376146,重庆市,107.8740217291292,30.18155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,河南省,113.07155307313994,33.8780445,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,湖北省,112.8872559897357,31.1531455,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
内蒙古自治区,118.34563096241297,45.3501685,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,天津市,117.20441069153976,39.402608,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河北省,115.67772079669338,39.3350595,内蒙古自治区,118.34563096241297,45.3501685,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
天津市,117.20441069153976,39.402608,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河北省,115.67772079669338,39.3350595,上海市,121.39452118560055,31.097304,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
福建省,118.0098194851885,25.940486,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖北省,112.8872559897357,31.1531455,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
北京市,116.63923886204807,40.2491995,广西壮族自治区,108.99711067927214,23.883239000000003,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
山西省,112.45997283254796,37.6631215,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
宁夏回族自治区,105.96658754248568,37.308147500000004,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
山西省,112.45997283254796,37.6631215,江苏省,119.9861653431247,32.943632,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
北京市,116.63923886204807,40.2491995,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
云南省,101.26715596565059,25.182764,四川省,102.26694435867813,30.1810325,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
安徽省,117.15863072609204,32.0263855,西藏自治区,87.47480138169486,31.672064,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
浙江省,119.82271929766054,29.160827,山东省,118.05276132165388,36.337106000000006,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,河北省,115.67772079669338,39.3350595,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
云南省,101.26715596565059,25.182764,浙江省,119.82271929766054,29.160827,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
安徽省,117.15863072609204,32.0263855,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,福建省,118.0098194851885,25.940486,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河北省,115.67772079669338,39.3350595,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
浙江省,119.82271929766054,29.160827,重庆市,107.8740217291292,30.18155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江苏省,119.9861653431247,32.943632,广西壮族自治区,108.99711067927214,23.883239000000003,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河北省,115.67772079669338,39.3350595,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
福建省,118.0098194851885,25.940486,澳门特别行政区,113.56838073647603,22.1582125,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
福建省,118.0098194851885,25.940486,上海市,121.39452118560055,31.097304,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江苏省,119.9861653431247,32.943632,辽宁省,122.40214012302121,41.1108155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖南省,111.36470694281974,27.367715,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,湖南省,111.36470694281974,27.367715,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
浙江省,119.82271929766054,29.160827,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,广东省,113.47942662800835,22.855113,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江苏省,119.9861653431247,32.943632,河北省,115.67772079669338,39.3350595,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
香港特别行政区,114.10108885372512,22.376146,江苏省,119.9861653431247,32.943632,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
内蒙古自治区,118.34563096241297,45.3501685,辽宁省,122.40214012302121,41.1108155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
海南省,109.62344433670627,19.2144975,内蒙古自治区,118.34563096241297,45.3501685,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
吉林省,126.13239540255272,43.5856485,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,湖南省,111.36470694281974,27.367715,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,山东省,118.05276132165388,36.337106000000006,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
北京市,116.63923886204807,40.2491995,山西省,112.45997283254796,37.6631215,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江西省,115.5121131514147,27.2656235,山西省,112.45997283254796,37.6631215,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
内蒙古自治区,118.34563096241297,45.3501685,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
福建省,118.0098194851885,25.940486,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江西省,115.5121131514147,27.2656235,山东省,118.05276132165388,36.337106000000006,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
北京市,116.63923886204807,40.2491995,重庆市,107.8740217291292,30.18155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
甘肃省,102.90922171809905,37.691305,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
黑龙江省,127.58964792292258,48.490397,海南省,109.62344433670627,19.2144975,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
浙江省,119.82271929766054,29.160827,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖北省,112.8872559897357,31.1531455,云南省,101.26715596565059,25.182764,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
香港特别行政区,114.10108885372512,22.376146,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,上海市,121.39452118560055,31.097304,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,北京市,116.63923886204807,40.2491995,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,上海市,121.39452118560055,31.097304,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
北京市,116.63923886204807,40.2491995,湖北省,112.8872559897357,31.1531455,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,山东省,118.05276132165388,36.337106000000006,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
广西壮族自治区,108.99711067927214,23.883239000000003,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖北省,112.8872559897357,31.1531455,陕西省,109.55985159608791,35.665823,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
西藏自治区,87.47480138169486,31.672064,陕西省,109.55985159608791,35.665823,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
青海省,95.94645950581818,35.396502999999996,陕西省,109.55985159608791,35.665823,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河南省,113.07155307313994,33.8780445,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江苏省,119.9861653431247,32.943632,四川省,102.26694435867813,30.1810325,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
安徽省,117.15863072609204,32.0263855,澳门特别行政区,113.56838073647603,22.1582125,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖南省,111.36470694281974,27.367715,辽宁省,122.40214012302121,41.1108155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
天津市,117.20441069153976,39.402608,内蒙古自治区,118.34563096241297,45.3501685,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
北京市,116.63923886204807,40.2491995,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
甘肃省,102.90922171809905,37.691305,西藏自治区,87.47480138169486,31.672064,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,贵州省,106.63950870182595,26.926245,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
吉林省,126.13239540255272,43.5856485,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
山西省,112.45997283254796,37.6631215,澳门特别行政区,113.56838073647603,22.1582125,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
天津市,117.20441069153976,39.402608,海南省,109.62344433670627,19.2144975,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江苏省,119.9861653431247,32.943632,内蒙古自治区,118.34563096241297,45.3501685,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
宁夏回族自治区,105.96658754248568,37.308147500000004,浙江省,119.82271929766054,29.160827,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
新疆维吾尔自治区,87.16053032735564,41.751324,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江西省,115.5121131514147,27.2656235,浙江省,119.82271929766054,29.160827,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
宁夏回族自治区,105.96658754248568,37.308147500000004,上海市,121.39452118560055,31.097304,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
黑龙江省,127.58964792292258,48.490397,山东省,118.05276132165388,36.337106000000006,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
云南省,101.26715596565059,25.182764,河南省,113.07155307313994,33.8780445,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,香港特别行政区,114.10108885372512,22.376146,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
陕西省,109.55985159608791,35.665823,新疆维吾尔自治区,87.16053032735564,41.751324,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
广东省,113.47942662800835,22.855113,西藏自治区,87.47480138169486,31.672064,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,北京市,116.63923886204807,40.2491995,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河北省,115.67772079669338,39.3350595,河南省,113.07155307313994,33.8780445,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖南省,111.36470694281974,27.367715,甘肃省,102.90922171809905,37.691305,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,新疆维吾尔自治区,87.16053032735564,41.751324,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
海南省,109.62344433670627,19.2144975,陕西省,109.55985159608791,35.665823,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖北省,112.8872559897357,31.1531455,广东省,113.47942662800835,22.855113,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,河北省,115.67772079669338,39.3350595,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
黑龙江省,127.58964792292258,48.490397,宁夏回族自治区,105.96658754248568,37.308147500000004,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
广西壮族自治区,108.99711067927214,23.883239000000003,北京市,116.63923886204807,40.2491995,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
安徽省,117.15863072609204,32.0263855,内蒙古自治区,118.34563096241297,45.3501685,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
福建省,118.0098194851885,25.940486,台湾省,120.82618091194261,23.644421,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
香港特别行政区,114.10108885372512,22.376146,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖北省,112.8872559897357,31.1531455,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,山西省,112.45997283254796,37.6631215,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
黑龙江省,127.58964792292258,48.490397,山西省,112.45997283254796,37.6631215,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,吉林省,126.13239540255272,43.5856485,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
甘肃省,102.90922171809905,37.691305,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
宁夏回族自治区,105.96658754248568,37.308147500000004,北京市,116.63923886204807,40.2491995,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,香港特别行政区,114.10108885372512,22.376146,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
吉林省,126.13239540255272,43.5856485,甘肃省,102.90922171809905,37.691305,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
新疆维吾尔自治区,87.16053032735564,41.751324,江苏省,119.9861653431247,32.943632,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
青海省,95.94645950581818,35.396502999999996,四川省,102.26694435867813,30.1810325,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
内蒙古自治区,118.34563096241297,45.3501685,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,宁夏回族自治区,105.96658754248568,37.308147500000004,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河北省,115.67772079669338,39.3350595,湖北省,112.8872559897357,31.1531455,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
陕西省,109.55985159608791,35.665823,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
内蒙古自治区,118.34563096241297,45.3501685,北京市,116.63923886204807,40.2491995,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
香港特别行政区,114.10108885372512,22.376146,上海市,121.39452118560055,31.097304,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
山西省,112.45997283254796,37.6631215,甘肃省,102.90922171809905,37.691305,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
贵州省,106.63950870182595,26.926245,江苏省,119.9861653431247,32.943632,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,西藏自治区,87.47480138169486,31.672064,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,西藏自治区,87.47480138169486,31.672064,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
江西省,115.5121131514147,27.2656235,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
吉林省,126.13239540255272,43.5856485,海南省,109.62344433670627,19.2144975,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
陕西省,109.55985159608791,35.665823,青海省,95.94645950581818,35.396502999999996,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
甘肃省,102.90922171809905,37.691305,福建省,118.0098194851885,25.940486,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
广西壮族自治区,108.99711067927214,23.883239000000003,山东省,118.05276132165388,36.337106000000006,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
新疆维吾尔自治区,87.16053032735564,41.751324,西藏自治区,87.47480138169486,31.672064,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
辽宁省,122.40214012302121,41.1108155,海南省,109.62344433670627,19.2144975,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
广西壮族自治区,108.99711067927214,23.883239000000003,辽宁省,122.40214012302121,41.1108155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
吉林省,126.13239540255272,43.5856485,福建省,118.0098194851885,25.940486,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
重庆市,107.8740217291292,30.18155,内蒙古自治区,118.34563096241297,45.3501685,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
广东省,113.47942662800835,22.855113,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
湖北省,112.8872559897357,31.1531455,台湾省,120.82618091194261,23.644421,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,广西壮族自治区,108.99711067927214,23.883239000000003,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河南省,113.07155307313994,33.8780445,云南省,101.26715596565059,25.182764,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
宁夏回族自治区,105.96658754248568,37.308147500000004,内蒙古自治区,118.34563096241297,45.3501685,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
河南省,113.07155307313994,33.8780445,湖南省,111.36470694281974,27.367715,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,上海市,121.39452118560055,31.097304,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
香港特别行政区,114.10108885372512,22.376146,福建省,118.0098194851885,25.940486,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
安徽省,117.15863072609204,32.0263855,辽宁省,122.40214012302121,41.1108155,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
上海市,121.39452118560055,31.097304,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
新疆维吾尔自治区,87.16053032735564,41.751324,浙江省,119.82271929766054,29.160827,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
浙江省,119.82271929766054,29.160827,安徽省,117.15863072609204,32.0263855,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
吉林省,126.13239540255272,43.5856485,广西壮族自治区,108.99711067927214,23.883239000000003,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
天津市,117.20441069153976,39.402608,海南省,109.62344433670627,19.2144975,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
台湾省,120.82618091194261,23.644421,江西省,115.5121131514147,27.2656235,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
青海省,95.94645950581818,35.396502999999996,福建省,118.0098194851885,25.940486,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
浙江省,119.82271929766054,29.160827,黑龙江省,127.58964792292258,48.490397,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
云南省,101.26715596565059,25.182764,广西壮族自治区,108.99711067927214,23.883239000000003,2024-10-XX XX:XX:XX,2024-10-XX XX:XX:XX
